nome_completo,idade,data,frequencia,cardio_minutos,cardio_distancia,cardio_velocidade,cardio_rpm,musculacao_peso,musculacao_repeticoes,musculacao_series
Aaron Bell,26,2024-08-16,5,60,8.11,13.2,85.73,59,14,3
Aaron Bell,26,2024-08-12,5,35,2.69,11.48,78.13,97,8,4
Aaron Bell,26,2024-08-13,5,27,2.1,9.1,60.45,83,13,4
Aaron Bell,26,2024-08-13,5,43,3.02,14.25,70.75,35,8,4
Amber Adams,45,2024-08-16,4,24,4.1,15.8,85.1,83,15,4
Amber Adams,45,2024-08-12,4,51,8.87,9.34,66.29,33,9,3
Amber Adams,45,2024-08-16,4,20,2.35,14.9,69.78,80,13,5
Amber Adams,45,2024-08-13,4,31,9.45,14.86,82.11,73,11,4
Amber Adams,45,2024-08-13,4,46,9.33,10.56,93.04,93,13,2
Amber Adams,45,2024-08-16,4,23,3.43,14.43,99.26,71,9,5
Amber Adams,45,2024-08-14,4,39,4.62,12.42,60.32,45,12,4
Amber Adams,45,2024-08-16,4,35,5.71,12.73,79.73,45,11,3
Amber Adams,45,2024-08-12,4,46,2.19,12.33,85.44,21,13,2
Amber Adams,45,2024-08-15,4,39,2.83,12.24,69.53,82,8,3
Amber Adams,45,2024-08-14,4,25,2.35,9.85,93.82,72,13,5
Amber Adams,45,2024-08-12,4,57,2.76,9.07,92.8,29,8,5
Ashley James,60,2024-08-13,3,38,4.09,10.52,92.03,61,13,5
Ashley James,60,2024-08-14,3,34,2.6,9.62,91.2,94,9,3
Ashley James,60,2024-08-12,3,30,5.6,10.51,64.83,65,11,5
Ashley James,60,2024-08-14,3,49,4.12,8.96,66.3,58,8,3
Ashley James,60,2024-08-14,3,29,2.73,9.99,74.23,85,8,4
Ashley James,60,2024-08-14,3,31,2.25,11.24,78.09,90,11,2
Ashley James,60,2024-08-15,3,26,8.43,9.12,60.48,48,10,3
Ashley James,60,2024-08-15,3,43,7.49,15.5,63.36,95,12,2
Ashley James,60,2024-08-12,3,24,3.58,13.17,92.37,31,13,2
Christopher Perez,20,2024-08-12,5,30,9.39,11.47,88.98,83,8,5
Christopher Perez,20,2024-08-15,5,31,4.83,15.27,71.0,77,10,2
Christopher Perez,20,2024-08-16,5,59,6.94,13.18,79.96,90,15,2
Christopher Perez,20,2024-08-12,5,37,5.06,11.35,85.71,87,11,2
Christopher Perez,20,2024-08-15,5,42,5.84,14.25,73.76,92,13,5
Christopher Perez,20,2024-08-14,5,31,2.21,12.78,61.17,55,8,5
Christopher Perez,20,2024-08-16,5,42,8.13,16.0,98.96,32,11,3
Christopher Perez,20,2024-08-14,5,54,8.53,15.34,62.24,48,14,4
Christopher Perez,20,2024-08-13,5,31,3.89,10.54,89.52,65,8,4
Christopher Perez,20,2024-08-16,5,56,3.14,15.59,93.47,83,12,3
Christopher Perez,20,2024-08-15,5,22,2.72,9.86,68.75,87,15,2
Christopher Perez,20,2024-08-14,5,59,3.61,9.04,88.68,61,8,2
Christopher Perez,20,2024-08-13,5,57,7.64,9.13,64.44,87,13,2
Christopher Perez,20,2024-08-14,5,45,6.69,10.69,72.9,40,14,5
Christopher Perez,20,2024-08-14,5,31,7.66,12.5,95.58,98,13,3
Tina Robertson,60,2024-08-15,3,39,7.87,10.36,67.11,20,14,2
Tina Robertson,60,2024-08-13,3,58,4.55,14.47,84.46,92,9,5
Tina Robertson,60,2024-08-13,3,41,7.96,9.9,99.3,41,9,4
Tina Robertson,60,2024-08-15,3,20,4.12,10.0,62.71,52,9,2
Tina Robertson,60,2024-08-12,3,44,5.51,11.36,66.65,72,15,5
Tina Robertson,60,2024-08-14,3,54,5.0,14.63,91.55,93,11,3
Tina Robertson,60,2024-08-15,3,24,8.39,8.27,60.8,53,9,2
Tina Robertson,60,2024-08-14,3,30,9.1,9.29,63.0,31,13,5
Tina Robertson,60,2024-08-12,3,47,9.54,9.32,95.59,40,8,2
Victoria Walker,39,2024-08-13,3,46,7.58,13.78,89.2,53,12,4
Victoria Walker,39,2024-08-13,3,26,2.4,12.57,93.59,39,8,4
Victoria Walker,39,2024-08-12,3,47,2.7,14.59,85.0,81,11,2
Victoria Walker,39,2024-08-12,3,33,3.37,10.33,63.28,34,12,5
Victoria Walker,39,2024-08-15,3,51,9.16,10.12,85.67,69,10,4
Victoria Walker,39,2024-08-15,3,43,3.49,8.36,77.59,53,11,4
Victoria Walker,39,2024-08-16,3,23,3.21,13.57,63.87,64,14,3
Victoria Walker,39,2024-08-16,3,23,8.73,14.55,76.75,88,15,3
Victoria Walker,39,2024-08-15,3,39,2.63,15.22,88.57,84,10,2
Michael Doyle,46,2024-08-13,3,33,8.47,9.01,76.93,75,11,3
Michael Doyle,46,2024-08-16,3,36,4.56,13.82,92.29,31,14,5
Michael Doyle,46,2024-08-16,3,40,8.85,12.16,96.69,21,14,2
Michael Doyle,46,2024-08-15,3,29,3.19,12.7,90.34,32,9,2
Michael Doyle,46,2024-08-14,3,54,9.04,15.02,70.57,82,15,2
Michael Doyle,46,2024-08-13,3,37,5.22,12.95,87.23,71,8,5
Michael Doyle,46,2024-08-14,3,35,2.39,11.8,70.74,67,8,4
Michael Doyle,46,2024-08-14,3,39,4.24,11.93,87.85,32,11,3
Michael Doyle,46,2024-08-14,3,48,8.19,10.57,89.15,97,9,3
Jared Alvarez,46,2024-08-15,3,51,8.08,14.94,92.84,85,10,2
Jared Alvarez,46,2024-08-14,3,52,5.23,14.24,80.97,92,8,3
Jared Alvarez,46,2024-08-13,3,32,8.7,10.0,78.26,66,11,4
Jared Alvarez,46,2024-08-14,3,49,6.04,13.08,64.95,23,11,4
Jared Alvarez,46,2024-08-15,3,58,5.57,15.68,78.98,90,13,4
Jared Alvarez,46,2024-08-13,3,36,7.99,13.51,71.4,69,8,3
Jared Alvarez,46,2024-08-16,3,33,8.86,13.18,87.11,54,14,2
Jared Alvarez,46,2024-08-12,3,50,9.29,13.18,84.05,21,11,4
Jared Alvarez,46,2024-08-16,3,39,7.7,13.67,71.02,68,13,5
Ryan Harper,34,2024-08-15,3,39,7.42,14.59,75.89,33,8,4
Ryan Harper,34,2024-08-16,3,58,6.87,10.39,64.32,28,13,4
Ryan Harper,34,2024-08-14,3,37,4.09,13.69,95.69,58,11,3
Ryan Harper,34,2024-08-16,3,35,9.2,14.44,92.09,96,14,4
Ryan Harper,34,2024-08-13,3,21,7.24,15.98,70.38,73,14,5
Ryan Harper,34,2024-08-12,3,57,7.66,12.58,67.6,48,15,4
Ryan Harper,34,2024-08-16,3,39,8.76,14.73,95.06,43,12,2
Ryan Harper,34,2024-08-15,3,28,7.93,13.8,82.36,43,13,2
Ryan Harper,34,2024-08-13,3,42,3.79,14.97,76.82,62,13,4
William Carpenter,55,2024-08-15,4,27,5.76,14.93,83.34,99,9,5
William Carpenter,55,2024-08-13,4,52,2.96,13.45,81.19,72,8,3
William Carpenter,55,2024-08-13,4,32,4.74,15.9,95.71,78,10,4
William Carpenter,55,2024-08-13,4,25,5.9,13.05,67.07,27,8,5
William Carpenter,55,2024-08-14,4,33,8.09,9.35,90.58,82,9,3
William Carpenter,55,2024-08-16,4,47,7.07,11.23,98.61,69,8,2
William Carpenter,55,2024-08-16,4,32,7.85,15.6,95.68,87,11,2
William Carpenter,55,2024-08-12,4,60,7.87,9.81,95.08,59,10,2
William Carpenter,55,2024-08-15,4,52,6.71,9.34,92.95,58,12,5
William Carpenter,55,2024-08-16,4,58,6.19,11.47,87.47,37,13,5
William Carpenter,55,2024-08-14,4,32,3.32,15.26,92.48,22,11,3
William Carpenter,55,2024-08-13,4,33,7.87,12.72,66.76,66,8,5
Mark Hanson,58,2024-08-16,4,59,2.39,15.96,86.48,22,8,2
Mark Hanson,58,2024-08-15,4,48,5.04,12.38,78.98,39,11,2
Mark Hanson,58,2024-08-14,4,46,7.29,13.3,70.8,97,10,5
Mark Hanson,58,2024-08-12,4,52,7.75,8.94,64.56,33,15,3
Mark Hanson,58,2024-08-16,4,32,8.22,14.65,98.92,65,14,4
Mark Hanson,58,2024-08-13,4,22,6.39,15.28,87.53,81,13,3
Mark Hanson,58,2024-08-12,4,20,7.37,15.26,93.41,83,10,2
Mark Hanson,58,2024-08-16,4,24,7.79,8.81,70.24,49,15,4
Mark Hanson,58,2024-08-14,4,49,2.4,14.51,94.97,57,13,4
Mark Hanson,58,2024-08-15,4,27,2.76,14.07,61.84,37,10,4
Mark Hanson,58,2024-08-14,4,48,9.64,10.15,89.32,67,13,3
Mark Hanson,58,2024-08-12,4,45,5.2,11.65,93.43,81,14,3
Amanda Martin,25,2024-08-12,3,30,2.83,15.29,79.31,92,15,3
Amanda Martin,25,2024-08-16,3,44,8.23,12.89,94.5,36,15,5
Amanda Martin,25,2024-08-12,3,46,5.53,8.51,86.2,21,11,4
Amanda Martin,25,2024-08-16,3,53,7.51,12.95,77.31,51,15,4
Amanda Martin,25,2024-08-15,3,29,8.71,12.47,99.51,26,8,3
Amanda Martin,25,2024-08-16,3,50,8.81,14.96,62.99,82,13,3
Amanda Martin,25,2024-08-14,3,37,2.4,9.78,85.73,71,11,2
Amanda Martin,25,2024-08-15,3,48,8.41,11.58,94.26,77,13,2
Amanda Martin,25,2024-08-15,3,21,2.82,11.3,82.29,20,9,4
Monique Nash,50,2024-08-15,3,41,4.91,8.43,68.92,78,13,5
Monique Nash,50,2024-08-14,3,48,2.91,14.07,68.87,63,13,4
Monique Nash,50,2024-08-16,3,53,4.99,8.85,95.88,83,10,5
Monique Nash,50,2024-08-12,3,36,6.89,9.5,97.21,70,11,5
Monique Nash,50,2024-08-13,3,41,2.86,11.32,97.07,95,9,5
Monique Nash,50,2024-08-15,3,57,9.65,9.08,79.95,87,8,5
Monique Nash,50,2024-08-16,3,50,9.39,14.25,96.41,94,10,3
Monique Nash,50,2024-08-12,3,44,7.26,12.85,72.87,69,14,3
Monique Nash,50,2024-08-14,3,45,9.71,15.76,78.11,37,10,5
Joseph Castaneda,56,2024-08-16,4,40,7.69,15.48,85.3,45,11,4
Joseph Castaneda,56,2024-08-14,4,28,9.85,13.2,98.33,84,13,2
Joseph Castaneda,56,2024-08-14,4,55,5.84,12.57,86.69,73,12,5
Joseph Castaneda,56,2024-08-12,4,53,2.85,11.05,62.12,27,11,4
Joseph Castaneda,56,2024-08-13,4,38,7.47,9.17,62.48,57,11,2
Joseph Castaneda,56,2024-08-14,4,48,2.82,14.94,89.58,48,14,3
Joseph Castaneda,56,2024-08-16,4,38,7.54,8.38,75.26,73,13,2
Joseph Castaneda,56,2024-08-12,4,36,3.62,14.95,94.42,76,11,4
Joseph Castaneda,56,2024-08-16,4,54,7.91,9.57,89.0,44,12,5
Joseph Castaneda,56,2024-08-13,4,24,3.5,9.39,80.55,68,8,5
Joseph Castaneda,56,2024-08-14,4,55,4.11,9.29,93.84,20,13,5
Joseph Castaneda,56,2024-08-13,4,22,3.23,10.58,62.03,100,12,5
Zachary Mccarthy,54,2024-08-12,4,40,6.2,15.66,80.82,84,10,5
Zachary Mccarthy,54,2024-08-16,4,54,5.23,10.8,95.34,62,13,4
Zachary Mccarthy,54,2024-08-14,4,33,9.6,12.95,78.99,91,8,2
Zachary Mccarthy,54,2024-08-14,4,48,3.92,13.14,96.74,51,8,4
Zachary Mccarthy,54,2024-08-15,4,27,5.09,12.32,71.31,86,13,5
Zachary Mccarthy,54,2024-08-15,4,22,4.37,13.21,72.81,30,9,3
Zachary Mccarthy,54,2024-08-16,4,54,2.06,8.52,86.81,47,14,2
Zachary Mccarthy,54,2024-08-13,4,54,8.63,15.03,89.66,75,9,3
Zachary Mccarthy,54,2024-08-12,4,49,7.73,8.3,62.93,42,12,2
Zachary Mccarthy,54,2024-08-16,4,34,9.29,11.26,78.05,71,14,4
Zachary Mccarthy,54,2024-08-12,4,44,7.39,12.28,85.66,99,9,2
Zachary Mccarthy,54,2024-08-12,4,42,9.42,8.85,91.48,58,9,4
Jeremy Daniels,46,2024-08-15,5,21,5.79,12.27,65.46,70,12,3
Jeremy Daniels,46,2024-08-14,5,43,9.66,8.09,94.99,38,9,2
Jeremy Daniels,46,2024-08-12,5,56,6.77,12.3,97.88,59,11,4
Jeremy Daniels,46,2024-08-13,5,46,9.25,14.81,65.7,43,11,4
Jeremy Daniels,46,2024-08-13,5,27,3.45,14.4,94.09,90,15,2
Jeremy Daniels,46,2024-08-14,5,24,4.01,9.58,83.22,62,13,3
Jeremy Daniels,46,2024-08-13,5,26,4.28,8.56,67.74,82,15,4
Jeremy Daniels,46,2024-08-16,5,39,7.55,9.22,82.67,60,14,3
Jeremy Daniels,46,2024-08-12,5,40,3.97,9.77,89.59,75,12,4
Jeremy Daniels,46,2024-08-13,5,41,9.02,11.7,74.35,59,15,2
Jeremy Daniels,46,2024-08-13,5,58,2.66,10.24,93.06,88,11,4
Jeremy Daniels,46,2024-08-12,5,24,9.14,14.8,85.27,94,14,3
Jeremy Daniels,46,2024-08-12,5,55,4.08,15.15,81.59,39,13,5
Jeremy Daniels,46,2024-08-13,5,57,7.87,10.33,78.59,85,9,5
Jeremy Daniels,46,2024-08-14,5,52,2.08,9.91,98.56,98,10,3
Spencer Roman,46,2024-08-13,3,56,9.59,13.28,98.71,81,13,2
Spencer Roman,46,2024-08-13,3,51,3.85,10.11,69.36,46,13,5
Spencer Roman,46,2024-08-15,3,49,9.05,8.32,85.94,33,12,4
Spencer Roman,46,2024-08-16,3,54,6.56,11.01,75.14,95,9,4
Spencer Roman,46,2024-08-15,3,34,6.13,10.82,94.71,82,15,2
Spencer Roman,46,2024-08-16,3,28,5.52,9.84,80.58,55,11,3
Spencer Roman,46,2024-08-13,3,30,4.9,13.74,64.73,49,14,4
Spencer Roman,46,2024-08-12,3,50,7.4,11.83,83.63,72,8,3
Spencer Roman,46,2024-08-12,3,28,6.59,9.29,85.18,25,10,2
Stacy Jones,28,2024-08-13,4,53,9.67,12.79,82.54,22,12,2
Stacy Jones,28,2024-08-13,4,48,6.85,11.77,79.27,48,14,3
Stacy Jones,28,2024-08-16,4,31,6.99,12.09,66.71,63,15,2
Stacy Jones,28,2024-08-13,4,44,5.08,8.87,68.09,84,14,3
Stacy Jones,28,2024-08-16,4,26,3.42,15.21,83.99,88,9,2
Stacy Jones,28,2024-08-15,4,28,9.22,12.31,60.05,75,14,4
Stacy Jones,28,2024-08-12,4,53,5.43,15.51,79.28,68,13,2
Stacy Jones,28,2024-08-15,4,28,4.04,14.13,96.4,30,12,5
Stacy Jones,28,2024-08-14,4,32,2.04,13.95,60.28,86,9,2
Stacy Jones,28,2024-08-15,4,33,7.5,10.53,74.49,39,14,4
Stacy Jones,28,2024-08-14,4,54,5.39,10.93,71.02,70,11,5
Stacy Jones,28,2024-08-16,4,55,5.86,10.96,82.2,52,12,4
Holly Meyer,43,2024-08-12,3,34,5.57,13.59,66.47,47,14,4
Holly Meyer,43,2024-08-16,3,59,7.58,13.65,66.43,20,9,3
Holly Meyer,43,2024-08-15,3,58,5.48,8.51,68.87,30,8,5
Holly Meyer,43,2024-08-15,3,59,7.25,10.29,98.54,27,10,5
Holly Meyer,43,2024-08-15,3,20,3.61,13.26,92.16,56,11,2
Holly Meyer,43,2024-08-16,3,52,6.13,9.85,66.78,24,13,3
Holly Meyer,43,2024-08-12,3,30,2.69,10.21,75.98,70,14,3
Holly Meyer,43,2024-08-16,3,20,7.9,8.55,63.61,56,13,4
Holly Meyer,43,2024-08-14,3,34,6.85,9.56,97.19,93,8,4
Jared Haney,29,2024-08-16,5,26,6.47,12.03,73.6,34,12,4
Jared Haney,29,2024-08-15,5,44,6.51,14.16,90.3,78,15,2
Jared Haney,29,2024-08-15,5,27,4.06,11.06,91.55,48,11,4
Jared Haney,29,2024-08-15,5,42,6.13,8.08,93.29,51,12,2
Jared Haney,29,2024-08-15,5,41,2.61,15.45,79.06,65,11,4
Jared Haney,29,2024-08-13,5,32,5.99,9.6,89.42,53,11,3
Jared Haney,29,2024-08-13,5,35,8.69,10.85,91.16,35,9,5
Jared Haney,29,2024-08-16,5,20,8.11,12.33,61.69,81,13,4
Jared Haney,29,2024-08-15,5,56,8.95,11.93,99.38,85,12,5
Jared Haney,29,2024-08-13,5,56,3.03,12.21,76.93,89,8,4
Jared Haney,29,2024-08-15,5,31,5.66,8.96,80.73,60,8,2
Jared Haney,29,2024-08-13,5,44,6.65,10.6,84.51,53,10,4
Jared Haney,29,2024-08-13,5,37,5.77,12.9,74.64,83,14,3
Jared Haney,29,2024-08-15,5,43,4.92,11.2,78.03,93,10,3
Jared Haney,29,2024-08-12,5,37,8.43,12.44,94.25,45,10,3
Julie Nicholson,48,2024-08-13,2,46,6.0,15.96,93.98,86,13,5
Julie Nicholson,48,2024-08-14,2,36,6.5,12.54,75.94,40,8,3
Julie Nicholson,48,2024-08-14,2,50,8.71,8.77,89.78,53,13,4
Julie Nicholson,48,2024-08-16,2,55,9.45,10.06,60.79,35,13,3
Julie Nicholson,48,2024-08-16,2,56,7.2,12.31,99.17,56,13,4
Julie Nicholson,48,2024-08-16,2,51,8.2,11.58,63.14,98,12,5
Jose Howard,58,2024-08-13,3,60,8.46,10.7,85.25,93,14,2
Jose Howard,58,2024-08-12,3,30,4.75,10.51,86.12,54,14,4
Jose Howard,58,2024-08-15,3,43,7.98,12.17,78.01,41,10,2
Jose Howard,58,2024-08-13,3,35,7.3,15.52,88.03,30,11,3
Jose Howard,58,2024-08-15,3,26,2.76,15.49,78.93,26,8,5
Jose Howard,58,2024-08-16,3,25,2.83,12.94,63.37,69,12,3
Jose Howard,58,2024-08-13,3,38,5.55,9.01,81.07,41,8,2
Jose Howard,58,2024-08-14,3,40,8.91,11.74,94.84,54,15,3
Jose Howard,58,2024-08-16,3,31,6.73,11.65,89.96,92,14,4
Eric Edwards,40,2024-08-16,5,34,8.44,11.53,74.63,53,10,4
Eric Edwards,40,2024-08-12,5,20,6.19,14.07,65.45,56,15,2
Eric Edwards,40,2024-08-15,5,50,4.4,14.13,91.92,96,11,2
Eric Edwards,40,2024-08-16,5,43,3.51,15.06,77.48,51,10,5
Eric Edwards,40,2024-08-15,5,34,4.1,11.38,69.58,98,12,4
Eric Edwards,40,2024-08-16,5,37,5.3,14.83,67.3,57,9,5
Eric Edwards,40,2024-08-16,5,48,4.18,12.98,67.51,22,10,2
Eric Edwards,40,2024-08-16,5,21,3.49,8.82,70.77,76,8,3
Eric Edwards,40,2024-08-12,5,29,2.12,9.74,76.81,83,13,5
Eric Edwards,40,2024-08-12,5,41,2.64,14.0,65.84,54,14,2
Eric Edwards,40,2024-08-16,5,50,3.45,15.17,70.0,68,8,2
Eric Edwards,40,2024-08-13,5,44,8.17,11.54,89.5,24,11,5
Eric Edwards,40,2024-08-12,5,53,7.33,9.67,75.56,59,13,3
Eric Edwards,40,2024-08-12,5,55,6.17,10.03,85.54,45,13,2
Eric Edwards,40,2024-08-13,5,27,3.89,11.47,60.6,55,9,5
Denise Hall,33,2024-08-12,2,57,8.27,11.8,83.85,67,9,3
Denise Hall,33,2024-08-13,2,51,2.73,12.95,97.23,100,8,2
Denise Hall,33,2024-08-14,2,29,7.61,14.33,65.03,49,13,4
Denise Hall,33,2024-08-15,2,32,2.17,11.02,88.98,52,8,5
Denise Hall,33,2024-08-15,2,55,4.36,13.58,67.59,43,13,4
Denise Hall,33,2024-08-15,2,37,8.94,12.79,94.42,40,9,3
Elizabeth Hanson,46,2024-08-14,4,54,4.94,8.01,85.52,68,10,2
Elizabeth Hanson,46,2024-08-16,4,43,8.21,9.91,88.84,88,14,3
Elizabeth Hanson,46,2024-08-16,4,51,8.13,9.23,71.33,72,13,2
Elizabeth Hanson,46,2024-08-12,4,53,7.27,8.35,97.51,42,8,3
Elizabeth Hanson,46,2024-08-12,4,51,3.53,8.25,85.67,69,15,4
Elizabeth Hanson,46,2024-08-12,4,43,3.77,13.74,60.52,46,15,2
Elizabeth Hanson,46,2024-08-15,4,60,2.49,12.46,97.53,73,13,2
Elizabeth Hanson,46,2024-08-16,4,37,6.23,13.87,93.38,29,11,2
Elizabeth Hanson,46,2024-08-12,4,34,6.25,9.52,81.05,51,10,5
Elizabeth Hanson,46,2024-08-12,4,60,6.61,13.4,88.1,74,9,3
Elizabeth Hanson,46,2024-08-13,4,55,5.21,10.7,66.33,96,15,4
Elizabeth Hanson,46,2024-08-14,4,55,9.93,10.6,74.87,75,13,3
Spencer Robinson,54,2024-08-15,3,55,9.41,10.03,98.47,77,14,2
Spencer Robinson,54,2024-08-12,3,38,6.77,12.14,99.74,58,8,4
Spencer Robinson,54,2024-08-13,3,33,8.85,8.17,92.88,55,10,2
Spencer Robinson,54,2024-08-12,3,49,4.85,9.11,74.68,94,11,3
Spencer Robinson,54,2024-08-14,3,39,2.74,11.2,96.72,29,13,5
Spencer Robinson,54,2024-08-13,3,51,8.61,13.52,83.05,32,12,2
Spencer Robinson,54,2024-08-16,3,44,2.63,8.45,90.84,64,14,5
Spencer Robinson,54,2024-08-12,3,34,7.98,14.8,97.15,100,14,2
Spencer Robinson,54,2024-08-14,3,53,2.33,12.32,65.98,84,11,3
Ethan Hammond,21,2024-08-15,5,58,6.6,8.72,77.28,70,10,3
Ethan Hammond,21,2024-08-14,5,25,5.81,13.96,81.93,53,9,5
Ethan Hammond,21,2024-08-16,5,47,8.19,9.04,65.39,91,11,5
Ethan Hammond,21,2024-08-15,5,56,3.57,12.93,89.43,51,11,2
Ethan Hammond,21,2024-08-14,5,47,4.59,15.39,63.58,72,14,4
Ethan Hammond,21,2024-08-14,5,32,4.57,12.75,60.97,59,10,4
Ethan Hammond,21,2024-08-16,5,48,6.99,11.52,96.97,49,11,4
Ethan Hammond,21,2024-08-13,5,25,2.9,8.44,97.96,38,12,2
Ethan Hammond,21,2024-08-14,5,27,4.44,11.77,73.28,88,11,3
Ethan Hammond,21,2024-08-16,5,53,8.0,12.39,84.92,38,8,5
Ethan Hammond,21,2024-08-16,5,53,2.35,9.36,71.36,99,12,2
Ethan Hammond,21,2024-08-15,5,20,2.53,13.28,86.52,66,9,2
Ethan Hammond,21,2024-08-14,5,44,3.85,11.05,99.06,32,13,5
Ethan Hammond,21,2024-08-16,5,54,2.7,9.59,98.67,91,8,2
Ethan Hammond,21,2024-08-13,5,53,4.44,11.92,89.78,22,13,4
Christopher Gonzales,40,2024-08-13,4,52,4.21,8.5,70.31,69,8,4
Christopher Gonzales,40,2024-08-13,4,29,4.73,11.14,65.49,68,11,5
Christopher Gonzales,40,2024-08-13,4,56,3.22,15.76,96.39,62,15,3
Christopher Gonzales,40,2024-08-13,4,28,6.65,13.47,68.09,37,12,3
Christopher Gonzales,40,2024-08-15,4,29,7.25,12.52,66.32,28,9,3
Christopher Gonzales,40,2024-08-14,4,29,7.82,14.12,95.21,72,14,4
Christopher Gonzales,40,2024-08-15,4,60,9.47,10.19,91.16,33,10,3
Christopher Gonzales,40,2024-08-12,4,59,6.94,12.84,84.49,96,11,3
Christopher Gonzales,40,2024-08-12,4,42,2.64,14.24,65.36,97,15,4
Christopher Gonzales,40,2024-08-13,4,44,5.93,9.1,67.73,24,14,2
Christopher Gonzales,40,2024-08-14,4,46,3.78,13.37,68.11,46,9,3
Christopher Gonzales,40,2024-08-15,4,59,5.92,10.6,78.3,51,14,5
Adrian Chan,20,2024-08-14,5,45,6.89,13.94,83.75,87,8,2
Adrian Chan,20,2024-08-15,5,49,8.62,8.34,99.83,86,14,2
Adrian Chan,20,2024-08-16,5,44,6.13,13.05,61.97,57,15,5
Adrian Chan,20,2024-08-14,5,38,5.69,11.38,84.53,26,10,5
Adrian Chan,20,2024-08-15,5,25,7.78,8.91,91.15,89,10,5
Adrian Chan,20,2024-08-15,5,40,5.61,9.43,83.61,45,15,2
Adrian Chan,20,2024-08-14,5,40,7.53,15.26,91.86,35,9,2
Adrian Chan,20,2024-08-15,5,60,4.9,12.19,75.36,85,10,5
Adrian Chan,20,2024-08-16,5,44,2.35,9.37,73.41,39,10,3
Adrian Chan,20,2024-08-13,5,23,5.36,10.48,90.75,77,12,3
Adrian Chan,20,2024-08-12,5,28,9.68,8.03,90.62,21,15,5
Adrian Chan,20,2024-08-15,5,54,8.46,12.86,79.74,47,15,5
Adrian Chan,20,2024-08-15,5,48,2.64,12.8,69.79,90,12,3
Adrian Chan,20,2024-08-12,5,31,3.19,13.23,61.47,24,12,4
Adrian Chan,20,2024-08-12,5,23,2.87,15.95,66.45,56,10,5
Donald Barrett,55,2024-08-12,4,25,8.15,10.58,95.9,28,14,2
Donald Barrett,55,2024-08-14,4,50,3.08,13.56,70.98,87,14,3
Donald Barrett,55,2024-08-13,4,59,2.47,12.57,99.17,87,9,5
Donald Barrett,55,2024-08-16,4,38,5.42,14.78,70.39,93,13,3
Donald Barrett,55,2024-08-16,4,56,5.97,13.83,79.91,43,11,4
Donald Barrett,55,2024-08-13,4,20,2.95,11.72,91.87,46,14,5
Donald Barrett,55,2024-08-12,4,41,4.8,14.45,68.49,45,12,4
Donald Barrett,55,2024-08-12,4,39,4.4,12.4,90.68,34,13,4
Donald Barrett,55,2024-08-15,4,56,6.93,8.23,67.03,62,13,5
Donald Barrett,55,2024-08-15,4,22,7.17,11.85,85.09,88,13,5
Donald Barrett,55,2024-08-15,4,23,8.68,10.39,89.0,60,8,3
Donald Barrett,55,2024-08-16,4,41,8.4,15.1,74.14,39,12,2
Erica Jackson,39,2024-08-16,5,30,6.57,11.12,83.81,59,13,2
Erica Jackson,39,2024-08-14,5,46,2.69,15.02,74.86,58,11,4
Erica Jackson,39,2024-08-13,5,27,4.99,8.3,68.08,31,15,2
Erica Jackson,39,2024-08-15,5,52,3.23,10.72,79.34,87,12,4
Erica Jackson,39,2024-08-13,5,26,8.58,15.5,87.07,36,11,2
Erica Jackson,39,2024-08-15,5,44,7.71,12.18,60.16,25,9,4
Erica Jackson,39,2024-08-15,5,22,2.82,14.13,89.82,22,12,3
Erica Jackson,39,2024-08-14,5,32,3.54,10.21,72.77,76,9,4
Erica Jackson,39,2024-08-13,5,30,4.19,8.12,84.92,85,9,3
Erica Jackson,39,2024-08-16,5,42,6.39,10.17,97.73,56,11,3
Erica Jackson,39,2024-08-12,5,39,6.91,10.71,77.75,36,8,5
Erica Jackson,39,2024-08-12,5,26,5.07,8.69,75.68,96,15,4
Erica Jackson,39,2024-08-14,5,41,8.54,13.7,86.83,88,9,5
Erica Jackson,39,2024-08-16,5,28,2.74,14.42,87.94,32,15,4
Erica Jackson,39,2024-08-15,5,50,3.85,9.79,94.44,98,12,4
Adam Bradshaw,43,2024-08-14,3,40,5.63,8.24,79.01,64,15,5
Adam Bradshaw,43,2024-08-13,3,38,8.14,12.84,65.1,33,14,2
Adam Bradshaw,43,2024-08-14,3,55,7.2,14.34,81.31,71,14,3
Adam Bradshaw,43,2024-08-16,3,35,6.38,15.79,75.35,63,11,5
Adam Bradshaw,43,2024-08-15,3,56,8.3,12.36,69.45,29,15,2
Adam Bradshaw,43,2024-08-16,3,58,5.7,12.44,92.88,42,12,5
Adam Bradshaw,43,2024-08-12,3,58,2.87,14.51,90.85,68,13,5
Adam Bradshaw,43,2024-08-12,3,25,3.74,9.11,83.23,20,10,3
Adam Bradshaw,43,2024-08-15,3,54,4.33,12.92,77.89,46,13,4
Francisco Rodriguez,54,2024-08-15,4,42,9.92,12.66,84.46,85,14,3
Francisco Rodriguez,54,2024-08-14,4,23,4.95,12.39,62.13,91,13,2
Francisco Rodriguez,54,2024-08-14,4,21,3.88,13.62,75.77,60,14,5
Francisco Rodriguez,54,2024-08-15,4,47,6.36,13.3,78.99,44,14,4
Francisco Rodriguez,54,2024-08-15,4,29,4.31,14.98,65.02,21,9,2
Francisco Rodriguez,54,2024-08-13,4,51,7.26,15.8,65.43,37,14,5
Francisco Rodriguez,54,2024-08-16,4,47,6.99,11.64,76.96,77,14,4
